date,location,daily_vaccinations_raw,daily_vaccinations,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_per_million,share_doses_used
2021-02-25,Idaho,10453,11216,356987,432185,235862,6.12,19.98,109348,13.2,24.18,6276,0.826
2021-02-26,Idaho,10126,8924,367113,459355,240499,6.42,20.54,114807,13.46,25.7,4994,0.799
2021-02-27,Idaho,11288,9276,378401,485195,246738,6.7,21.17,119776,13.81,27.15,5191,0.78
2021-02-28,Idaho,13969,9433,392370,485195,253640,7.06,21.96,126208,14.19,27.15,5278,0.809
2021-03-01,Idaho,11880,9715,404250,485195,260280,7.35,22.62,131312,14.56,27.15,5436,0.833
2021-03-02,Idaho,5391,9885,409641,517115,263060,7.49,22.92,133917,14.72,28.94,5531,0.792
2021-03-03,Idaho,9315,10346,418956,525115,267570,7.76,23.44,138642,14.97,29.38,5789,0.798
2021-03-04,Idaho,9240,10173,428196,546405,271981,8.02,23.96,143369,15.22,30.58,5693,0.784
2021-03-05,Idaho,14295,10768,442491,589435,279315,8.4,24.76,150186,15.63,32.98,6026,0.751
2021-03-06,Idaho,14943,11290,457434,594115,286747,8.82,25.6,157533,16.05,33.25,6318,0.77
2021-03-07,Idaho,13609,11239,471043,594115,293237,9.2,26.36,164500,16.41,33.25,6289,0.793
2021-01-12,Illinois,NA,NA,347005,903100,284035,0.5,2.74,62757,2.24,7.13,NA,0.384
2021-01-13,Illinois,18854,18854,365859,920225,291445,0.58,2.89,74186,2.3,7.26,1488,0.398
2021-01-14,Illinois,37807,28330,403666,958125,316876,NA,3.19,NA,2.5,7.56,2236,0.421
2021-01-15,Illinois,34099,30253,437765,1011225,341518,0.72,3.45,91248,2.7,7.98,2387,0.433
2021-01-16,Illinois,21874,28158,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA
2021-01-17,Illinois,21874,26902,NA,NA,NA,NA,NA,NA,NA,NA,2123,NA
2021-01-18,Illinois,21874,26064,NA,NA,NA,NA,NA,NA,NA,NA,2057,NA
2021-01-19,Illinois,21874,25465,525261,1011225,414362,0.82,4.15,104533,3.27,7.98,2010,0.519
2021-01-20,Illinois,14665,24867,539926,1094000,425824,0.85,4.26,107651,3.36,8.63,1962,0.494
2021-01-21,Illinois,30601,23837,570527,1173325,452010,0.88,4.5,111933,3.57,9.26,1881,0.486
2021-01-22,Illinois,36975,24248,607502,1209300,479848,0.95,4.79,120754,3.79,9.54,1914,0.502
2021-01-23,Illinois,47250,27873,654752,1417250,518779,1.02,5.17,128907,4.09,11.18,2200,0.462
2021-01-24,Illinois,44320,31080,699072,1417250,556517,1.07,5.52,135330,4.39,11.18,2453,0.493
2021-01-25,Illinois,24131,31402,723203,1417250,578406,1.08,5.71,137465,4.57,11.18,2478,0.51
2021-01-26,Illinois,14786,30390,737989,1548950,590212,1.11,5.82,140394,4.66,12.22,2398,0.476
2021-01-27,Illinois,28670,32390,766659,1591000,611024,1.17,6.05,147925,4.82,12.56,2556,0.482
2021-01-28,Illinois,56666,36114,823325,1631775,643555,1.28,6.5,162086,5.08,12.88,2850,0.505
2021-01-29,Illinois,61177,39571,884502,1658725,685529,1.43,6.98,181063,5.41,13.09,3123,0.533
2021-01-30,Illinois,64302,42007,948804,1696575,733006,1.56,7.49,197643,5.78,13.39,3315,0.559
2021-01-31,Illinois,62650,44626,1011454,1696575,781536,1.67,7.98,211528,6.17,13.39,3522,0.596
2021-02-01,Illinois,43360,47373,1054814,1696575,817253,1.73,8.32,219095,6.45,13.39,3738,0.622
2021-02-02,Illinois,18262,47870,1073076,1859850,831556,1.76,8.47,223026,6.56,14.68,3778,0.577
2021-02-03,Illinois,35495,48845,1108571,1986725,859076,1.82,8.75,230850,6.78,15.68,3855,0.558
2021-02-04,Illinois,69798,50721,1178369,2053325,905981,1.96,9.3,247763,7.15,16.2,4003,0.574
2021-02-05,Illinois,69152,51860,1247521,2089050,962345,2.05,9.84,260248,7.59,16.49,4093,0.597
2021-02-06,Illinois,82442,54451,1329963,2089050,1028487,2.17,10.5,275276,8.12,16.49,4297,0.637
2021-02-07,Illinois,71622,55733,1401585,2089050,1086599,2.28,11.06,288458,8.58,16.49,4398,0.671
2021-02-08,Illinois,56108,57554,1457693,2089050,1131846,2.36,11.5,299201,8.93,16.49,4542,0.698
2021-02-09,Illinois,20087,57815,1477780,2207200,1148175,2.39,11.66,302923,9.06,17.42,4562,0.67
2021-02-10,Illinois,62001,61601,1539781,2327100,1198096,2.48,12.15,314687,9.46,18.36,4861,0.662
2021-02-11,Illinois,65049,60923,1604830,2455500,1243706,2.6,12.66,330108,9.82,19.38,4808,0.654
2021-02-12,Illinois,70158,61067,1674988,2481075,1294565,2.75,13.22,348826,10.22,19.58,4819,0.675
2021-02-13,Illinois,97580,63229,1772568,2561800,1364527,2.97,13.99,375992,10.77,20.22,4990,0.692
2021-02-14,Illinois,81660,64663,1854228,2566675,1421577,3.16,14.63,400340,11.22,20.26,5103,0.722
2021-02-15,Illinois,50077,63802,NA,NA,NA,NA,NA,NA,NA,NA,5035,NA
2021-02-16,Illinois,50077,68086,1954382,2661550,1498639,3.34,15.42,422981,11.83,21,5373,0.734
2021-02-17,Illinois,41717,65188,1996099,2694700,1531557,3.4,15.75,431310,12.09,21.26,5144,0.741
2021-02-18,Illinois,41289,61794,2037388,2706400,1557154,3.52,16.08,446598,12.29,21.36,4876,0.753
2021-02-19,Illinois,137151,71364,2174539,2883925,1647720,3.89,17.16,492551,13,22.76,5632,0.754
2021-02-20,Illinois,86943,69845,2261482,2924725,1697843,4.16,17.85,527382,13.4,23.08,5512,0.773
2021-02-21,Illinois,78064,69331,2339546,2924925,1742360,4.42,18.46,560403,13.75,23.08,5471,0.8
2021-02-22,Illinois,14849,64299,2354395,2924925,1750507,4.47,18.58,566994,13.81,23.08,5074,0.805
2021-02-23,Illinois,61639,65950,2416034,3005345,1786799,4.67,19.07,591312,14.1,23.72,5204,0.804
2021-02-24,Illinois,45351,66469,2461385,3327065,1811338,4.82,19.42,611324,14.29,26.26,5245,0.74
2021-02-25,Illinois,58062,68866,2519447,3499685,1840030,5.05,19.88,639901,14.52,27.62,5435,0.72
2021-02-26,Illinois,120379,66470,2639826,3557335,1907053,5.45,20.83,691102,15.05,28.07,5245,0.742
2021-02-27,Illinois,95424,67681,2735250,3575135,1947751,5.88,21.58,744792,15.37,28.21,5341,0.765
2021-02-28,Illinois,88959,69238,2824209,3575135,1987775,6.26,22.29,792853,15.69,28.21,5464,0.79
2021-03-01,Illinois,82346,78880,2906555,3575135,2028167,6.58,22.94,834142,16,28.21,6225,0.813
2021-03-02,Illinois,52392,77559,2958947,3722705,2059448,6.75,23.35,854802,16.25,29.38,6121,0.795
2021-03-03,Illinois,63438,80143,3022385,3925545,2092244,6.98,23.85,884810,16.51,30.98,6325,0.77
2021-03-04,Illinois,85314,84036,3107699,4093855,2135813,7.31,24.52,925816,16.86,32.31,6632,0.759
2021-03-05,Illinois,96715,80655,3204414,4334465,2186381,7.67,25.29,971371,17.25,34.21,6365,0.739
2021-03-06,Illinois,136607,86539,3341021,4378835,2256313,8.18,26.37,1036845,17.81,34.56,6829,0.763
2021-03-07,Illinois,132655,92781,3473676,4378835,2327790,8.64,27.41,1094967,18.37,34.56,7322,0.793
2021-01-12,Indian Health Svc,NA,NA,68387,224425,16105,NA,NA,236,NA,NA,NA,0.305
2021-01-13,Indian Health Svc,6075,6075,74462,290900,17240,NA,NA,323,NA,NA,NA,0.256
2021-01-14,Indian Health Svc,7264,6670,81726,291800,69313,NA,NA,NA,NA,NA,NA,0.28
2021-01-15,Indian Health Svc,8519,7286,90245,292700,77309,NA,NA,12730,NA,NA,NA,0.308
2021-01-16,Indian Health Svc,3473.75,6333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-17,Indian Health Svc,3473.75,5761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-18,Indian Health Svc,3473.75,5380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-19,Indian Health Svc,3473.75,5108,104140,292700,90329,NA,NA,13348,NA,NA,NA,0.356
2021-01-20,Indian Health Svc,4835,4930,108975,315325,93635,NA,NA,14874,NA,NA,NA,0.346
2021-01-21,Indian Health Svc,8322,5082,117297,323600,99004,NA,NA,17778,NA,NA,NA,0.362
2021-01-22,Indian Health Svc,6237,4756,123534,355475,103912,NA,NA,18985,NA,NA,NA,0.348
2021-01-23,Indian Health Svc,20144,7137,143678,357850,120761,NA,NA,21677,NA,NA,NA,0.402
2021-01-24,Indian Health Svc,10106,8084,153784,357850,128843,NA,NA,23643,NA,NA,NA,0.43
2021-01-25,Indian Health Svc,1745,7838,155529,357850,130085,NA,NA,24145,NA,NA,NA,0.435
2021-01-26,Indian Health Svc,2753,7735,158282,357950,131481,NA,NA,25502,NA,NA,NA,0.442
2021-01-27,Indian Health Svc,7482,8113,165764,386400,135456,NA,NA,28995,NA,NA,NA,0.429
2021-01-28,Indian Health Svc,14462,8990,180226,406525,144908,NA,NA,33645,NA,NA,NA,0.443
2021-01-29,Indian Health Svc,10883,9654,191109,423400,152563,NA,NA,36548,NA,NA,NA,0.451
2021-01-30,Indian Health Svc,3853,7326,194962,423600,155066,NA,NA,37890,NA,NA,NA,0.46
2021-01-31,Indian Health Svc,14785,7995,209747,423600,165493,NA,NA,40602,NA,NA,NA,0.495
2021-02-01,Indian Health Svc,917,7876,210664,423600,166090,NA,NA,40917,NA,NA,NA,0.497
2021-02-02,Indian Health Svc,3519,7986,214183,440900,168022,NA,NA,42503,NA,NA,NA,0.486
2021-02-03,Indian Health Svc,9912,8333,224095,461000,174664,NA,NA,45751,NA,NA,NA,0.486
2021-02-04,Indian Health Svc,14499,8338,238594,477275,182111,NA,NA,52748,NA,NA,NA,0.5
2021-02-05,Indian Health Svc,5729,7602,244323,492875,185622,NA,NA,54966,NA,NA,NA,0.496
2021-02-06,Indian Health Svc,31739,11586,276062,492875,204056,NA,NA,67885,NA,NA,NA,0.56
2021-02-07,Indian Health Svc,5977,10327,282039,492875,208409,NA,NA,69477,NA,NA,NA,0.572
2021-02-08,Indian Health Svc,9299,11525,291338,492875,214822,NA,NA,72334,NA,NA,NA,0.591
2021-02-09,Indian Health Svc,6037,11885,297375,492875,219484,NA,NA,73708,NA,NA,NA,0.603
2021-02-10,Indian Health Svc,9342,11803,306717,662850,224869,NA,NA,77250,NA,NA,NA,0.463
2021-02-11,Indian Health Svc,18619,12392,325336,679350,236970,NA,NA,83614,NA,NA,NA,0.479
2021-02-12,Indian Health Svc,21633,14664,346969,679950,251445,NA,NA,90005,NA,NA,NA,0.51
2021-02-13,Indian Health Svc,15833,12391,362802,691650,261997,NA,NA,95032,NA,NA,NA,0.525
2021-02-14,Indian Health Svc,15812,13796,378614,695550,273379,NA,NA,99411,NA,NA,NA,0.544
2021-02-15,Indian Health Svc,3335,12944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-16,Indian Health Svc,3335,12558,385284,697025,278647,NA,NA,100756,NA,NA,NA,0.553
2021-02-17,Indian Health Svc,5549,12017,390833,697025,282359,5.04,19.22,102592,13.88,34.27,5909,0.561
2021-02-18,Indian Health Svc,10683,10883,401516,698000,289605,5.21,19.74,106026,14.24,34.32,5351,0.575
2021-02-19,Indian Health Svc,5523,8581,407039,704825,292789,5.2,19.54,108364,14.06,33.84,4120,0.578
2021-02-20,Indian Health Svc,5034,7039,412073,732905,295515,5.31,19.78,110670,14.19,35.19,3380,0.562
2021-02-21,Indian Health Svc,13961,6774,426034,732905,304986,5.53,20.46,115147,14.64,35.19,3252,0.581
2021-02-22,Indian Health Svc,15842,8561,441876,732905,314387,5.84,21.22,121574,15.09,35.19,4110,0.603
2021-02-23,Indian Health Svc,13495,10012,455371,748780,323323,6.06,21.86,126117,15.52,35.95,4807,0.608
2021-02-24,Indian Health Svc,13256,11113,468627,826090,331324,6.31,22.5,131359,15.91,39.66,5336,0.567
2021-02-25,Indian Health Svc,20104,12459,488731,826090,342938,6.71,23.46,139832,16.46,39.66,5982,0.592
2021-02-26,Indian Health Svc,27740,15633,516471,848190,358249,7.31,24.8,152234,17.2,40.72,7506,0.609
2021-02-27,Indian Health Svc,20709,17872,537180,868080,370073,7.74,25.79,161105,17.77,41.68,8581,0.619
2021-02-28,Indian Health Svc,16472,18231,553652,868080,380562,8.02,26.58,167073,18.27,41.68,8753,0.638
2021-03-01,Indian Health Svc,15607,18198,569259,868080,388629,8.38,27.33,174607,18.66,41.68,8737,0.656
2021-03-02,Indian Health Svc,8451,17477,577710,868080,392515,8.6,27.74,179169,18.84,41.68,8391,0.666
2021-03-03,Indian Health Svc,10543,17089,588253,948600,398016,8.84,28.24,184195,19.11,45.54,8205,0.62
2021-03-04,Indian Health Svc,15086,16373,603339,1102700,407135,9.13,28.97,190131,19.55,52.94,7861,0.547
2021-03-05,Indian Health Svc,17422,14899,620761,1123090,416618,9.51,29.8,198047,20,53.92,7153,0.553
2021-03-06,Indian Health Svc,21731,15045,642492,1123090,427332,10.04,30.85,209045,20.52,53.92,7223,0.572
2021-03-07,Indian Health Svc,12762,14515,655254,1123090,434800,10.29,31.46,214322,20.88,53.92,6969,0.583
2021-01-12,Indiana,NA,NA,191844,540475,114781,0.35,2.85,23546,1.7,8.03,NA,0.355
2021-01-13,Indiana,19490,19490,211334,579050,125763,0.48,3.14,32040,1.87,8.6,2895,0.365
2021-01-14,Indiana,22154,20822,233488,630025,203889,NA,3.47,NA,3.03,9.36,3093,0.371
2021-01-15,Indiana,26822,22822,260310,642425,222599,0.56,3.87,37683,3.31,9.54,3390,0.405
2021-01-16,Indiana,18594,21765,NA,NA,NA,NA,NA,NA,NA,NA,3233,NA
2021-01-17,Indiana,18594,21131,NA,NA,NA,NA,NA,NA,NA,NA,3139,NA
2021-01-18,Indiana,18594,20708,NA,NA,NA,NA,NA,NA,NA,NA,3076,NA
2021-01-19,Indiana,18594,20406,334686,642425,283779,0.76,4.97,50862,4.22,9.54,3031,0.521
2021-01-20,Indiana,21699,20722,356385,741025,297720,0.87,5.29,58616,4.42,11.01,3078,0.481
2021-01-21,Indiana,30752,21950,387137,816025,320266,0.99,5.75,66801,4.76,12.12,3260,0.474
2021-01-22,Indiana,26990,21974,414127,839925,340055,1.1,6.15,73986,5.05,12.48,3264,0.493
2021-01-23,Indiana,31902,23875,446029,841725,367944,1.16,6.62,77985,5.46,12.5,3546,0.53
2021-01-24,Indiana,0,21219,446029,841725,367944,1.16,6.62,77985,5.46,12.5,3152,0.53
2021-01-25,Indiana,45827,25109,491856,841725,408181,1.24,7.31,83554,6.06,12.5,3730,0.584
2021-01-26,Indiana,6968,23448,498824,900175,413982,1.26,7.41,84719,6.15,13.37,3483,0.554
2021-01-27,Indiana,25356,23971,524180,920975,432791,1.36,7.79,91255,6.43,13.68,3561,0.569
2021-01-28,Indiana,27964,23572,552144,925300,454380,1.45,8.2,97614,6.75,13.74,3501,0.597
2021-01-29,Indiana,29178,23885,581322,929900,475928,1.56,8.64,105208,7.07,13.81,3548,0.625
2021-01-30,Indiana,25863,23022,607185,931500,495746,1.65,9.02,111233,7.36,13.84,3420,0.652
2021-01-31,Indiana,0,23022,607185,931500,495746,1.65,9.02,111233,7.36,13.84,3420,0.652
2021-02-01,Indiana,0,16476,607185,931500,495746,1.65,9.02,111233,7.36,13.84,2447,0.652
2021-02-02,Indiana,5104,16209,612289,1091375,499215,1.68,9.1,112864,7.41,16.21,2408,0.561
2021-02-03,Indiana,25456,16224,637745,1106550,517147,1.79,9.47,120352,7.68,16.44,2410,0.576
2021-02-04,Indiana,33446,17007,671191,1116375,541269,1.92,9.97,129626,8.04,16.58,2526,0.601
2021-02-05,Indiana,39697,18509,710888,1117350,568118,2.11,10.56,142405,8.44,16.6,2749,0.636
2021-02-06,Indiana,38883,20369,749771,1118350,593266,2.32,11.14,156083,8.81,16.61,3026,0.67
2021-02-07,Indiana,0,20369,749771,1118350,593266,2.32,11.14,156083,8.81,16.61,3026,0.67
2021-02-08,Indiana,0,20369,749771,1118350,593266,2.32,11.14,156083,8.81,16.61,3026,0.67
2021-02-09,Indiana,11299,21254,761070,1206125,598731,2.4,11.3,161879,8.89,17.92,3157,0.631
2021-02-10,Indiana,34632,22565,795702,1291675,617918,2.63,11.82,177231,9.18,19.19,3352,0.616
2021-02-11,Indiana,36329,22977,832031,1351325,637068,2.89,12.36,194281,9.46,20.07,3413,0.616
2021-02-12,Indiana,41537,23240,873568,1360125,659495,3.17,12.98,213259,9.8,20.2,3452,0.642
2021-02-13,Indiana,145215,38430,1018783,1387975,749756,3.98,15.13,267774,11.14,20.62,5708,0.734
2021-02-14,Indiana,40091,44158,1058874,1388375,770193,4.27,15.73,287278,11.44,20.62,6559,0.763
2021-02-15,Indiana,16444,46507,NA,NA,NA,NA,NA,NA,NA,NA,6908,NA
2021-02-16,Indiana,16444,47242,1091762,1445100,787050,4.5,16.22,303183,11.69,21.46,7017,0.755
2021-02-17,Indiana,21651,45387,1113413,1447050,797872,4.66,16.54,313895,11.85,21.49,6742,0.769
2021-02-18,Indiana,12563,41992,1125976,1452900,803800,4.76,16.73,320425,11.94,21.58,6237,0.775
2021-02-19,Indiana,68118,45789,1194094,1487400,841694,5.2,17.74,350440,12.5,22.09,6801,0.803
2021-02-20,Indiana,40322,30805,1234416,1487400,859278,5.54,18.34,372868,12.76,22.09,4576,0.83
2021-02-21,Indiana,35423,30138,1269839,1487400,874152,5.84,18.86,393133,12.98,22.09,4477,0.854
2021-02-22,Indiana,22501,31003,1292340,1487400,884201,6.02,19.2,405490,13.13,22.09,4605,0.869
2021-02-23,Indiana,6537,29588,1298877,1704790,887936,6.06,19.29,408261,13.19,25.32,4395,0.762
2021-02-24,Indiana,62176,35377,1361053,1734580,911746,6.57,20.22,442264,13.54,25.76,5255,0.785
2021-02-25,Indiana,98243,47617,1459296,1810380,946248,7.39,21.68,497544,14.06,26.89,7073,0.806
2021-02-26,Indiana,45744,44421,1505040,1832150,966033,7.77,22.36,523070,14.35,27.22,6598,0.821
2021-02-27,Indiana,46905,45361,1551945,1848620,987932,8.14,23.05,547659,14.68,27.46,6738,0.84
2021-02-28,Indiana,38399,45786,1590344,1848620,1005101,8.44,23.62,568495,14.93,27.46,6801,0.86
2021-03-01,Indiana,24805,46116,1615149,1848620,1016163,8.65,23.99,582101,15.09,27.46,6850,0.874
2021-03-02,Indiana,9428,46529,1624577,2053030,1021414,8.71,24.13,586200,15.17,30.5,6911,0.791
2021-03-03,Indiana,33087,42373,1657664,2083930,1035893,8.98,24.62,604449,15.39,30.96,6294,0.795
2021-03-04,Indiana,39872,34034,1697536,2132730,1053442,9.3,25.22,626414,15.65,31.68,5055,0.796
2021-03-05,Indiana,51087,34798,1748623,2191530,1078960,9.68,25.97,651592,16.03,32.55,5169,0.798
2021-03-06,Indiana,52179,35551,1800802,2206230,1106348,10.04,26.75,675987,16.43,32.77,5281,0.816
2021-03-07,Indiana,43867,36332,1844669,2206230,1129750,10.34,27.4,696137,16.78,32.77,5397,0.836
2021-01-12,Iowa,NA,NA,98691,208875,91969,0.19,3.13,6099,2.92,6.62,NA,0.472
2021-01-13,Iowa,13402,13402,112093,264125,101859,0.3,3.55,9603,3.23,8.37,4248,0.424
2021-01-14,Iowa,0,6701,112093,268025,100805,NA,3.55,NA,3.2,8.49,2124,0.418
2021-01-15,Iowa,8890,7431,120983,269000,108056,0.34,3.84,10742,3.42,8.53,2355,0.45
2021-01-16,Iowa,5993,7071,NA,NA,NA,NA,NA,NA,NA,NA,2241,NA
2021-01-17,Iowa,5993,6856,NA,NA,NA,NA,NA,NA,NA,NA,2173,NA
2021-01-18,Iowa,5993,6712,NA,NA,NA,NA,NA,NA,NA,NA,2127,NA
2021-01-19,Iowa,5993,6609,144955,269000,130042,0.4,4.59,12629,4.12,8.53,2095,0.539
2021-01-20,Iowa,4895,5394,149850,291075,133528,0.44,4.75,13995,4.23,9.23,1710,0.515
2021-01-21,Iowa,8893,6664,158743,328600,139500,0.53,5.03,16860,4.42,10.42,2112,0.483
2021-01-22,Iowa,11864,7089,170607,338950,145642,0.71,5.41,22429,4.62,10.74,2247,0.503
2021-01-23,Iowa,9503,7591,180110,361475,151145,0.84,5.71,26426,4.79,11.46,2406,0.498
2021-01-24,Iowa,11073,8316,191183,361475,157635,0.98,6.06,30949,5,11.46,2636,0.529
2021-01-25,Iowa,5020,8177,196203,361475,161445,1.02,6.22,32149,5.12,11.46,2592,0.543
2021-01-26,Iowa,1779,7575,197982,361575,162795,1.03,6.28,32547,5.16,11.46,2401,0.548
2021-01-27,Iowa,6214,7764,204196,362875,165466,1.14,6.47,36067,5.24,11.5,2461,0.563
2021-01-28,Iowa,8301,7679,212497,391575,169341,1.28,6.74,40477,5.37,12.41,2434,0.543
2021-01-29,Iowa,11850,7677,224347,398600,174655,1.48,7.11,46785,5.54,12.63,2433,0.563
2021-01-30,Iowa,13527,8252,237874,417900,182537,1.66,7.54,52324,5.79,13.24,2615,0.569
2021-01-31,Iowa,14328,8717,252202,417900,190689,1.85,7.99,58367,6.04,13.24,2763,0.603
2021-02-01,Iowa,5266,8752,257468,417900,194009,1.91,8.16,60259,6.15,13.24,2774,0.616
2021-02-02,Iowa,2054,8791,259522,415325,195234,1.94,8.23,61085,6.19,13.16,2786,0.625
2021-02-03,Iowa,7255,8940,266777,446825,199242,2.04,8.46,64234,6.32,14.16,2834,0.597
2021-02-04,Iowa,12475,9536,279252,471200,206516,2.2,8.85,69401,6.55,14.94,3022,0.593
2021-02-05,Iowa,14125,9861,293377,507850,215693,2.35,9.3,74252,6.84,16.1,3125,0.578
2021-02-06,Iowa,15150,10093,308527,510550,224437,2.56,9.78,80640,7.11,16.18,3199,0.604
2021-02-07,Iowa,19885,10887,328412,510550,237554,2.77,10.41,87373,7.53,16.18,3451,0.643
2021-02-08,Iowa,16938,12555,345350,510550,252349,2.84,10.95,89506,8,16.18,3979,0.676
2021-02-09,Iowa,6453,13183,351803,510550,257459,2.87,11.15,90525,8.16,16.18,4178,0.689
2021-02-10,Iowa,16956,14569,368759,540375,268974,3.03,11.69,95650,8.52,17.13,4618,0.682
2021-02-11,Iowa,18611,15445,387370,579200,282596,3.17,12.28,99986,8.96,18.36,4895,0.669
2021-02-12,Iowa,21208,16457,408578,590900,299032,3.32,12.95,104622,9.48,18.73,5216,0.691
2021-02-13,Iowa,23895,17707,432473,595775,317851,3.48,13.71,109660,10.07,18.88,5612,0.726
2021-02-14,Iowa,24039,18300,456512,597725,335771,3.66,14.47,115407,10.64,18.94,5800,0.764
2021-02-15,Iowa,14599,17966,NA,NA,NA,NA,NA,NA,NA,NA,5694,NA
2021-02-16,Iowa,14599,19130,485710,615100,360301,3.8,15.4,119865,11.42,19.5,6063,0.79
2021-02-17,Iowa,9777,18104,495487,619000,367577,3.88,15.7,122291,11.65,19.62,5738,0.8
2021-02-18,Iowa,12163,17183,507650,648600,377848,3.93,16.09,124111,11.98,20.56,5446,0.783
2021-02-19,Iowa,45056,20590,552706,669900,411926,4.28,17.52,134995,13.06,21.23,6526,0.825
2021-02-20,Iowa,24668,20700,577374,707865,430429,4.47,18.3,141104,13.64,22.44,6561,0.816
2021-02-21,Iowa,22115,20425,599489,707865,445872,4.68,19,147615,14.13,22.44,6474,0.847
2021-02-22,Iowa,11699,20011,611188,707865,454792,4.77,19.37,150392,14.42,22.44,6342,0.863
2021-02-23,Iowa,3740,18460,614928,746475,457493,4.8,19.49,151431,14.5,23.66,5851,0.824
2021-02-24,Iowa,6789,18033,621717,792615,462422,4.86,19.71,153214,14.66,25.12,5716,0.784
2021-02-25,Iowa,9443,17644,631160,837515,469234,4.93,20,155667,14.87,26.54,5592,0.754
2021-02-26,Iowa,22914,14481,654074,872345,487097,5.09,20.73,160663,15.44,27.65,4590,0.75
2021-02-27,Iowa,30522,15317,684596,901745,511624,5.28,21.7,166554,16.22,28.58,4855,0.759
2021-02-28,Iowa,28458,16224,713054,901745,530741,5.57,22.6,175777,16.82,28.58,5142,0.791
2021-03-01,Iowa,21791,17665,734845,901745,543027,5.87,23.29,185255,17.21,28.58,5599,0.815
2021-03-02,Iowa,5868,17969,740713,940045,546916,5.93,23.48,187234,17.34,29.8,5695,0.788
2021-03-03,Iowa,13147,18878,753860,983345,553471,6.14,23.89,193643,17.54,31.17,5983,0.767
2021-03-04,Iowa,19454,20308,773314,1020845,563586,6.43,24.51,202916,17.86,32.36,6437,0.758
2021-03-05,Iowa,27799,21006,801113,1068655,577894,6.86,25.39,216336,18.32,33.87,6658,0.75
2021-03-06,Iowa,60134,25236,861247,1106755,603457,7.94,27.3,250490,19.13,35.08,7999,0.778
2021-03-07,Iowa,45223,27631,906470,1106755,627499,8.61,28.73,271606,19.89,35.08,8758,0.819
2021-01-12,Kansas,NA,NA,78268,193175,53988,0.33,2.69,9577,1.85,6.63,NA,0.405
2021-01-13,Kansas,7382,7382,85650,261175,58477,0.43,2.94,12470,2.01,8.96,2534,0.328
2021-01-14,Kansas,5915,6648,91565,263175,77590,NA,3.14,NA,2.66,9.03,2282,0.348
2021-01-15,Kansas,6214,6504,97779,263175,83293,0.46,3.36,13496,2.86,9.03,2233,0.372
2021-01-16,Kansas,5163.75,6169,NA,NA,NA,NA,NA,NA,NA,NA,2118,NA
2021-01-17,Kansas,5163.75,5968,NA,NA,NA,NA,NA,NA,NA,NA,2049,NA
2021-01-18,Kansas,5163.75,5834,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA
2021-01-19,Kansas,5163.75,5738,118434,263175,101824,0.54,4.06,15602,3.5,9.03,1970,0.45
2021-01-20,Kansas,4271,5294,122705,265600,105679,0.55,4.21,16013,3.63,9.12,1817,0.462
2021-01-21,Kansas,7729,5553,130434,312000,111907,0.6,4.48,17430,3.84,10.71,1906,0.418
2021-01-22,Kansas,6660,5616,137094,336475,116569,0.66,4.71,19325,4,11.55,1928,0.407
2021-01-23,Kansas,7815,5995,144909,348175,122813,0.72,4.97,20883,4.22,11.95,2058,0.416
2021-01-24,Kansas,6340,6163,151249,348175,127417,0.78,5.19,22610,4.37,11.95,2115,0.434
2021-01-25,Kansas,3470,5921,154719,348175,129861,0.81,5.31,23635,4.46,11.95,2032,0.444
2021-01-26,Kansas,4024,5758,158743,348175,132153,0.87,5.45,25349,4.54,11.95,1976,0.456
2021-01-27,Kansas,9649,6527,168392,392875,140685,0.91,5.78,26457,4.83,13.49,2240,0.429
2021-01-28,Kansas,21909,8552,190301,405550,157536,1.08,6.53,31429,5.41,13.92,2935,0.469
2021-01-29,Kansas,239,7635,190540,412375,157720,1.08,6.54,31482,5.41,14.16,2621,0.462
2021-01-30,Kansas,15980,8802,206520,413350,168343,1.26,7.09,36738,5.78,14.19,3021,0.5
2021-01-31,Kansas,14949,10031,221469,413350,180156,1.36,7.6,39753,6.18,14.19,3443,0.536
2021-02-01,Kansas,5426,10311,226895,413350,183035,1.45,7.79,42297,6.28,14.19,3539,0.549
2021-02-02,Kansas,4306,10351,231201,413350,185065,1.52,7.94,44420,6.35,14.19,3553,0.559
2021-02-03,Kansas,9955,10395,241156,470800,192026,1.63,8.28,47394,6.59,16.16,3568,0.512
2021-02-04,Kansas,10269,8732,251425,471775,198352,1.76,8.63,51322,6.81,16.19,2997,0.533
2021-02-05,Kansas,12199,10441,263624,492250,206997,1.88,9.05,54834,7.1,16.9,3584,0.536
2021-02-06,Kansas,16628,10533,280252,492250,218170,2.07,9.62,60203,7.49,16.9,3615,0.569
2021-02-07,Kansas,16032,10688,296284,492250,228774,2.25,10.17,65559,7.85,16.9,3669,0.602
